k,layout,arm,seed,test,unit,property,pair,stage,rawP,adjP,bhFamily,bhM,direction,gatePassed,forensic,contributed,stat,nullRef,B
0.5,row-grouped,paired,18,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.0820000,0.123000,Stage1,3,similar,1,1,1,0.00189443,0.0241036,999
0.5,row-grouped,paired,18,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.00800000,0.0240000,Stage1,3,different,0,0,0,0.0472222,0.0277778,999
0.5,row-grouped,paired,18,CCC,P4,Residual SD,CondA vs CondB,2,0.640000,0.796000,Stage2,3,similar,0,1,0,0.00754856,0.0123367,999
0.5,row-grouped,paired,18,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.118000,0.354000,Stage2,3,different,0,1,0,0.0474565,0.0167787,999
0.5,row-grouped,paired,18,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.796000,0.796000,Stage2,3,similar,0,1,0,0.0682364,0.0889635,999
0.5,row-grouped,paired,18,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.416000,0.416000,Stage3,1,different,0,1,0,0.0480366,0.0254280,999
0.5,row-grouped,paired,18,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,0.484000,0.484000,,,,1,1,1,7,1.2,999
0.5,row-grouped,paired,19,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.158000,0.237000,Stage1,3,different,0,0,0,0.0211662,0.00840980,999
0.5,row-grouped,paired,19,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.276000,0.276000,Stage1,3,different,0,0,0,0.0740839,0.0350250,999
0.5,row-grouped,paired,19,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.0140000,0.0420000,Stage1,3,different,0,0,0,0.0472222,0.0277778,999
0.5,row-grouped,paired,19,CCC,P4,Residual SD,CondA vs CondB,2,0.794000,0.862000,Stage2,3,similar,0,1,0,0.0103835,0.0135955,999
0.5,row-grouped,paired,19,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.862000,0.862000,Stage2,3,similar,0,1,0,0.0173987,0.0202118,999
0.5,row-grouped,paired,19,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.526000,0.862000,Stage2,3,similar,0,1,0,0.0867468,0.170419,999
0.5,row-grouped,paired,19,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.648000,0.648000,Stage3,1,different,0,1,0,0.0364263,0.0234018,999
0.5,row-grouped,paired,19,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,0.0720000,0.0720000,,,,1,1,1,8,1.2,999
0.65,column-grouped,free,0,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.234000,0.234000,Stage1,3,similar,1,1,1,0.0140104,0.0681908,999
0.65,column-grouped,free,0,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.0820000,0.234000,Stage1,3,similar,1,1,1,0.00963004,0.113913,999
0.65,column-grouped,free,0,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.172000,0.234000,Stage1,3,similar,0,1,0,0.0458333,0.0791667,999
0.65,column-grouped,free,0,CCC,P4,Residual SD,CondA vs CondB,2,0.0280000,0.0840000,Stage2,3,similar,1,1,1,0.000698021,0.0297375,999
0.65,column-grouped,free,0,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.714000,0.714000,Stage2,3,similar,0,1,0,0.0278268,0.0383462,999
0.65,column-grouped,free,0,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.550000,0.714000,Stage2,3,similar,0,1,0,0.105033,0.205875,999
0.65,column-grouped,free,0,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.856000,0.856000,Stage3,1,similar,0,1,0,0.0411001,0.0490211,999
0.65,column-grouped,free,0,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,0.00100000,0.00100000,,,,1,1,1,6,1.2,999
0.65,column-grouped,free,1,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.826000,0.826000,Stage1,3,similar,0,1,0,0.0654601,0.0812655,999
0.65,column-grouped,free,1,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.122000,0.183000,Stage1,3,similar,1,1,1,0.00969718,0.0765268,999
0.65,column-grouped,free,1,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.114000,0.183000,Stage1,3,similar,0,1,0,0.0416667,0.0777778,999
0.65,column-grouped,free,1,CCC,P4,Residual SD,CondA vs CondB,2,0.0260000,0.0780000,Stage2,3,similar,1,1,1,0.000809064,0.0304179,999
0.65,column-grouped,free,1,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.356000,0.534000,Stage2,3,similar,1,1,1,0.0148488,0.0407053,999
0.65,column-grouped,free,1,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.558000,0.558000,Stage2,3,similar,0,1,0,0.0715680,0.142905,999
0.65,column-grouped,free,1,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.0300000,0.0300000,Stage3,1,similar,1,1,1,0.00138516,0.0586796,999
0.65,column-grouped,free,1,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,0.00200000,0.00200000,,,,1,1,1,5,1.2,999
0.65,column-grouped,free,2,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.856000,0.856000,Stage1,3,different,0,0,0,0.0653151,0.0552611,999
0.65,column-grouped,free,2,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.238000,0.357000,Stage1,3,similar,1,1,1,0.0171079,0.0816671,999
0.65,column-grouped,free,2,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.0780000,0.234000,Stage1,3,similar,0,1,0,0.0402778,0.0791667,999
0.65,column-grouped,free,2,CCC,P4,Residual SD,CondA vs CondB,2,0.104000,0.156000,Stage2,3,similar,1,1,1,0.00270883,0.0266751,999
0.65,column-grouped,free,2,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.104000,0.156000,Stage2,3,similar,1,1,1,0.00421250,0.0411579,999
0.65,column-grouped,free,2,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.436000,0.436000,Stage2,3,different,0,1,0,0.345518,0.185100,999
0.65,column-grouped,free,2,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.394000,0.394000,Stage3,1,similar,1,1,1,0.0225051,0.0563479,999
0.65,column-grouped,free,2,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,0.00700000,0.00700000,,,,1,1,1,5,1.2,999
0.65,column-grouped,free,3,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.158000,0.202000,Stage1,3,similar,1,1,1,0.00704165,0.0468963,999
0.65,column-grouped,free,3,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.0840000,0.202000,Stage1,3,similar,1,1,1,0.00646643,0.0910603,999
0.65,column-grouped,free,3,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.202000,0.202000,Stage1,3,similar,0,1,0,0.0486111,0.0819444,999
0.65,column-grouped,free,3,CCC,P4,Residual SD,CondA vs CondB,2,0.486000,0.656000,Stage2,3,similar,1,1,1,0.0111557,0.0260412,999
0.65,column-grouped,free,3,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.656000,0.656000,Stage2,3,different,1,1,1,0.0589360,0.0397854,999
0.65,column-grouped,free,3,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.282000,0.656000,Stage2,3,similar,1,1,1,0.0362129,0.167906,999
0.65,column-grouped,free,3,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.702000,0.702000,Stage3,1,similar,0,1,0,0.0272138,0.0400308,999
0.65,column-grouped,free,3,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,0.0990000,0.0990000,,,,1,1,1,3,1.2,999
0.65,column-grouped,free,4,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.390000,0.390000,Stage1,3,similar,1,1,1,0.0467280,0.118854,999
0.65,column-grouped,free,4,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.390000,0.390000,Stage1,3,similar,1,1,1,0.0267164,0.0707106,999
0.65,column-grouped,free,4,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.192000,0.390000,Stage1,3,similar,0,1,0,0.0486111,0.0791667,999
0.65,column-grouped,free,4,CCC,P4,Residual SD,CondA vs CondB,2,0.972000,0.972000,Stage2,3,similar,0,1,0,0.0273939,0.0282984,999
0.65,column-grouped,free,4,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.450000,0.675000,Stage2,3,similar,1,1,1,0.0184305,0.0413376,999
0.65,column-grouped,free,4,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.256000,0.675000,Stage2,3,similar,1,1,1,0.0422583,0.191581,999
0.65,column-grouped,free,4,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.678000,0.678000,Stage3,1,similar,0,1,0,0.0332501,0.0484484,999
0.65,column-grouped,free,4,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,0.00400000,0.00400000,,,,1,1,1,5,1.2,999
0.65,column-grouped,free,5,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.0860000,0.129000,Stage1,3,similar,1,1,1,0.00536274,0.0640876,999
0.65,column-grouped,free,5,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.0640000,0.129000,Stage1,3,similar,1,1,1,0.00485672,0.0972919,999
0.65,column-grouped,free,5,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.234000,0.234000,Stage1,3,similar,0,1,0,0.0500000,0.0791667,999
0.65,column-grouped,free,5,CCC,P4,Residual SD,CondA vs CondB,2,0.444000,0.666000,Stage2,3,similar,1,1,1,0.0115264,0.0269520,999
0.65,column-grouped,free,5,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.0540000,0.162000,Stage2,3,similar,1,1,1,0.00192784,0.0404269,999
0.65,column-grouped,free,5,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.858000,0.858000,Stage2,3,different,0,1,0,0.265727,0.226920,999
0.65,column-grouped,free,5,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.832000,0.832000,Stage3,1,similar,0,1,0,0.0455878,0.0540204,999
0.65,column-grouped,free,5,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,0.0160000,0.0160000,,,,1,1,1,4,1.2,999
0.65,column-grouped,free,6,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.324000,0.552000,Stage1,3,similar,1,1,1,0.0175032,0.0536647,999
0.65,column-grouped,free,6,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.610000,0.610000,Stage1,3,similar,0,1,0,0.0466017,0.0855671,999
0.65,column-grouped,free,6,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.368000,0.552000,Stage1,3,similar,0,1,0,0.0541667,0.0763889,999
0.65,column-grouped,free,6,CCC,P4,Residual SD,CondA vs CondB,2,0.962000,0.962000,Stage2,3,different,0,1,0,0.0265393,0.0253700,999
0.65,column-grouped,free,6,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.286000,0.858000,Stage2,3,similar,1,1,1,0.00990822,0.0391614,999
0.65,column-grouped,free,6,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.880000,0.962000,Stage2,3,similar,0,1,0,0.109821,0.129323,999
0.65,column-grouped,free,6,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.436000,0.436000,Stage3,1,similar,1,1,1,0.0176429,0.0431749,999
0.65,column-grouped,free,6,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,0.0130000,0.0130000,,,,1,1,1,4,1.2,999
0.65,column-grouped,free,7,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.662000,0.662000,Stage1,3,similar,0,1,0,0.0479096,0.0723604,999
0.65,column-grouped,free,7,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.108000,0.261000,Stage1,3,similar,1,1,1,0.00763457,0.0875034,999
0.65,column-grouped,free,7,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.174000,0.261000,Stage1,3,similar,0,1,0,0.0444444,0.0791667,999
0.65,column-grouped,free,7,CCC,P4,Residual SD,CondA vs CondB,2,0.540000,0.788000,Stage2,3,similar,1,1,1,0.0148362,0.0299676,999
0.65,column-grouped,free,7,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.388000,0.788000,Stage2,3,similar,1,1,1,0.0145114,0.0394827,999
0.65,column-grouped,free,7,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.788000,0.788000,Stage2,3,different,0,1,0,0.191836,0.148745,999
0.65,column-grouped,free,7,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.380000,0.380000,Stage3,1,similar,1,1,1,0.0217343,0.0642268,999
0.65,column-grouped,free,7,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,0.123000,0.123000,,,,1,1,1,3,1.2,999
0.65,column-grouped,free,8,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.256000,0.330000,Stage1,3,similar,1,1,1,0.0129693,0.0513476,999
0.65,column-grouped,free,8,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.330000,0.330000,Stage1,3,similar,1,1,1,0.0234946,0.0837256,999
0.65,column-grouped,free,8,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.228000,0.330000,Stage1,3,similar,0,1,0,0.0500000,0.0805556,999
0.65,column-grouped,free,8,CCC,P4,Residual SD,CondA vs CondB,2,0.672000,0.672000,Stage2,3,similar,0,1,0,0.0176378,0.0270130,999
0.65,column-grouped,free,8,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.344000,0.672000,Stage2,3,different,1,1,1,0.0761591,0.0392661,999
0.65,column-grouped,free,8,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.670000,0.672000,Stage2,3,different,0,1,0,0.292996,0.198942,999
0.65,column-grouped,free,8,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.570000,0.570000,Stage3,1,similar,0,1,0,0.0244044,0.0482737,999
0.65,column-grouped,free,8,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,0.0240000,0.0240000,,,,1,1,1,4,1.2,999
0.65,column-grouped,free,9,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.564000,0.564000,Stage1,3,similar,0,1,0,0.0260409,0.0480192,999
0.65,column-grouped,free,9,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.182000,0.273000,Stage1,3,similar,1,1,1,0.0180680,0.107674,999
0.65,column-grouped,free,9,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.164000,0.273000,Stage1,3,similar,0,1,0,0.0458333,0.0791667,999
0.65,column-grouped,free,9,CCC,P4,Residual SD,CondA vs CondB,2,0.408000,0.986000,Stage2,3,similar,1,1,1,0.00936249,0.0256956,999
0.65,column-grouped,free,9,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.956000,0.986000,Stage2,3,similar,0,1,0,0.0353217,0.0378436,999
0.65,column-grouped,free,9,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.986000,0.986000,Stage2,3,similar,0,1,0,0.204866,0.208461,999
0.65,column-grouped,free,9,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.354000,0.354000,Stage3,1,similar,1,1,1,0.0150980,0.0495618,999
0.65,column-grouped,free,9,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,0.00100000,0.00100000,,,,1,1,1,6,1.2,999
0.65,column-grouped,free,10,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.104000,0.156000,Stage1,3,similar,1,1,1,0.00344895,0.0477351,999
0.65,column-grouped,free,10,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.194000,0.194000,Stage1,3,similar,1,1,1,0.0165081,0.0959851,999
0.65,column-grouped,free,10,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.0320000,0.0960000,Stage1,3,similar,1,1,1,0.0333333,0.0791667,999
0.65,column-grouped,free,10,CCC,P4,Residual SD,CondA vs CondB,2,0.196000,0.588000,Stage2,3,different,0,1,0,0.0630301,0.0257518,999
0.65,column-grouped,free,10,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.556000,0.722000,Stage2,3,different,1,1,1,0.0641928,0.0370206,999
0.65,column-grouped,free,10,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.722000,0.722000,Stage2,3,similar,0,1,0,0.114216,0.160664,999
0.65,column-grouped,free,10,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.432000,0.432000,Stage3,1,similar,1,1,1,0.0185950,0.0454334,999
0.65,column-grouped,free,10,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,0.105000,0.105000,,,,1,1,1,3,1.2,999
0.65,column-grouped,free,11,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.988000,0.988000,Stage1,3,similar,0,1,0,0.0672813,0.0687295,999
0.65,column-grouped,free,11,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.0380000,0.0900000,Stage1,3,similar,1,1,1,0.00376505,0.0961658,999
0.65,column-grouped,free,11,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.0600000,0.0900000,Stage1,3,similar,1,1,1,0.0361111,0.0763889,999
0.65,column-grouped,free,11,CCC,P4,Residual SD,CondA vs CondB,2,0.924000,0.924000,Stage2,3,different,0,1,0,0.0288562,0.0262377,999
0.65,column-grouped,free,11,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.896000,0.924000,Stage2,3,similar,0,1,0,0.0339837,0.0385290,999
0.65,column-grouped,free,11,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.202000,0.606000,Stage2,3,different,0,1,0,0.317233,0.134797,999
0.65,column-grouped,free,11,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.0200000,0.0200000,Stage3,1,similar,1,1,1,0.00121357,0.0551514,999
0.65,column-grouped,free,11,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,0.103000,0.103000,,,,1,1,1,3,1.2,999
0.65,column-grouped,free,12,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.372000,0.558000,Stage1,3,similar,1,1,1,0.0315511,0.0865605,999
0.65,column-grouped,free,12,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.628000,0.628000,Stage1,3,similar,0,1,0,0.0630344,0.104413,999
0.65,column-grouped,free,12,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.356000,0.558000,Stage1,3,similar,0,1,0,0.0541667,0.0791667,999
0.65,column-grouped,free,12,CCC,P4,Residual SD,CondA vs CondB,2,0.300000,0.818000,Stage2,3,similar,1,1,1,0.00753361,0.0285269,999
0.65,column-grouped,free,12,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.818000,0.818000,Stage2,3,similar,0,1,0,0.0314343,0.0388459,999
0.65,column-grouped,free,12,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.684000,0.818000,Stage2,3,different,0,1,0,0.244413,0.175095,999
0.65,column-grouped,free,12,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.932000,0.932000,Stage3,1,similar,0,1,0,0.0530155,0.0573584,999
0.65,column-grouped,free,12,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,0.00100000,0.00100000,,,,1,1,1,6,1.2,999
0.65,column-grouped,free,13,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.0200000,0.0600000,Stage1,3,similar,1,1,1,0.00115998,0.0624076,999
0.65,column-grouped,free,13,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.548000,0.548000,Stage1,3,similar,0,1,0,0.0489552,0.0918307,999
0.65,column-grouped,free,13,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.520000,0.548000,Stage1,3,similar,0,1,0,0.0569444,0.0736111,999
0.65,column-grouped,free,13,CCC,P4,Residual SD,CondA vs CondB,2,0.928000,0.928000,Stage2,3,different,0,1,0,0.0305940,0.0283941,999
0.65,column-grouped,free,13,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.720000,0.928000,Stage2,3,similar,0,1,0,0.0278062,0.0399599,999
0.65,column-grouped,free,13,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.528000,0.928000,Stage2,3,different,0,1,0,0.240343,0.138892,999
0.65,column-grouped,free,13,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.192000,0.192000,Stage3,1,similar,1,1,1,0.0119282,0.0660618,999
0.65,column-grouped,free,13,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,0.0200000,0.0200000,,,,1,1,1,4,1.2,999
0.65,column-grouped,free,14,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.784000,0.784000,Stage1,3,similar,0,1,0,0.0503381,0.0641760,999
0.65,column-grouped,free,14,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.240000,0.360000,Stage1,3,similar,1,1,1,0.0211261,0.0883327,999
0.65,column-grouped,free,14,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.128000,0.360000,Stage1,3,similar,0,1,0,0.0444444,0.0791667,999
0.65,column-grouped,free,14,CCC,P4,Residual SD,CondA vs CondB,2,0.264000,0.396000,Stage2,3,similar,1,1,1,0.00693090,0.0291585,999
0.65,column-grouped,free,14,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.152000,0.396000,Stage2,3,similar,1,1,1,0.00576560,0.0406301,999
0.65,column-grouped,free,14,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.588000,0.588000,Stage2,3,different,0,1,0,0.232976,0.152314,999
0.65,column-grouped,free,14,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.824000,0.824000,Stage3,1,different,0,1,0,0.0638724,0.0528897,999
0.65,column-grouped,free,14,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,0.00200000,0.00200000,,,,1,1,1,5,1.2,999
0.65,column-grouped,free,15,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.142000,0.426000,Stage1,3,similar,1,1,1,0.00631196,0.0471093,999
0.65,column-grouped,free,15,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.828000,0.828000,Stage1,3,similar,0,1,0,0.0626713,0.0782349,999
0.65,column-grouped,free,15,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.382000,0.573000,Stage1,3,similar,0,1,0,0.0541667,0.0763889,999
0.65,column-grouped,free,15,CCC,P4,Residual SD,CondA vs CondB,2,0.760000,0.796000,Stage2,3,different,0,1,0,0.0353004,0.0252189,999
0.65,column-grouped,free,15,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.402000,0.796000,Stage2,3,similar,1,1,1,0.0151486,0.0368963,999
0.65,column-grouped,free,15,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.796000,0.796000,Stage2,3,similar,0,1,0,0.117940,0.157892,999
0.65,column-grouped,free,15,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.124000,0.124000,Stage3,1,similar,1,1,1,0.00537537,0.0487373,999
0.65,column-grouped,free,15,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,0.00100000,0.00100000,,,,1,1,1,6,1.2,999
0.65,column-grouped,free,16,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.348000,0.462000,Stage1,3,similar,1,1,1,0.0260628,0.0767649,999
0.65,column-grouped,free,16,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.452000,0.462000,Stage1,3,similar,1,1,1,0.0340156,0.0819604,999
0.65,column-grouped,free,16,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.462000,0.462000,Stage1,3,similar,0,1,0,0.0597222,0.0791667,999
0.65,column-grouped,free,16,CCC,P4,Residual SD,CondA vs CondB,2,0.576000,0.576000,Stage2,3,different,0,1,0,0.0416145,0.0262502,999
0.65,column-grouped,free,16,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.118000,0.177000,Stage2,3,similar,1,1,1,0.00513074,0.0422867,999
0.65,column-grouped,free,16,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.0800000,0.177000,Stage2,3,similar,1,1,1,0.0142272,0.179628,999
0.65,column-grouped,free,16,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.850000,0.850000,Stage3,1,similar,0,1,0,0.0425502,0.0520041,999
0.65,column-grouped,free,16,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,0.00400000,0.00400000,,,,1,1,1,5,1.2,999
0.65,column-grouped,free,17,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.122000,0.231000,Stage1,3,similar,1,1,1,0.00623310,0.0512590,999
0.65,column-grouped,free,17,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.632000,0.632000,Stage1,3,similar,0,1,0,0.0572970,0.0949997,999
0.65,column-grouped,free,17,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.154000,0.231000,Stage1,3,similar,0,1,0,0.0444444,0.0777778,999
0.65,column-grouped,free,17,CCC,P4,Residual SD,CondA vs CondB,2,0.250000,0.750000,Stage2,3,similar,1,1,1,0.00642543,0.0256338,999
0.65,column-grouped,free,17,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.978000,1.00000,Stage2,3,similar,0,1,0,0.0376992,0.0382682,999
0.65,column-grouped,free,17,CCC,P6,Residual kurtosis,CondA vs CondB,2,1.00000,1.00000,Stage2,3,similar,0,1,0,0.135762,0.137228,999
0.65,column-grouped,free,17,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.398000,0.398000,Stage3,1,different,0,1,0,0.0943533,0.0515685,999
0.65,column-grouped,free,17,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,0.0860000,0.0860000,,,,1,1,1,3,1.2,999
0.65,column-grouped,free,18,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.504000,0.504000,Stage1,3,similar,1,1,1,0.0242553,0.0516878,999
0.65,column-grouped,free,18,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.110000,0.246000,Stage1,3,similar,1,1,1,0.00915516,0.0771771,999
0.65,column-grouped,free,18,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.164000,0.246000,Stage1,3,similar,0,1,0,0.0444444,0.0763889,999
0.65,column-grouped,free,18,CCC,P4,Residual SD,CondA vs CondB,2,0.434000,0.934000,Stage2,3,similar,1,1,1,0.00998418,0.0257426,999
0.65,column-grouped,free,18,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.654000,0.934000,Stage2,3,different,1,1,1,0.0580369,0.0383540,999
0.65,column-grouped,free,18,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.934000,0.934000,Stage2,3,similar,0,1,0,0.127372,0.135649,999
0.65,column-grouped,free,18,CCC,P9,Mean-variance slope,CondA vs CondB,3,0.790000,0.790000,Stage3,1,different,0,1,0,0.0612133,0.0489017,999
0.65,column-grouped,free,18,RSC,overlap,max pairwise top-K overlap,CondA vs CondB,,0.00500000,0.00500000,,,,1,1,1,5,1.2,999
0.65,column-grouped,free,19,CCC,P1,Trimmed span (5–95%),CondA vs CondB,1,0.160000,0.315000,Stage1,3,similar,1,1,1,0.00920787,0.0631980,999
0.65,column-grouped,free,19,CCC,P2,Dispersion (MAD),CondA vs CondB,1,0.714000,0.714000,Stage1,3,similar,0,1,0,0.0663621,0.0972037,999
0.65,column-grouped,free,19,CCC,P3,CDF shape (KS),CondA vs CondB,1,0.210000,0.315000,Stage1,3,similar,0,1,0,0.0486111,0.0777778,999
0.65,column-grouped,free,19,CCC,P4,Residual SD,CondA vs CondB,2,0.602000,0.712000,Stage2,3,similar,0,1,0,0.0176206,0.0292531,999
0.65,column-grouped,free,19,CCC,P5,Residual lag-1 AC,CondA vs CondB,2,0.712000,0.712000,Stage2,3,similar,0,1,0,0.0283968,0.0419417,999
0.65,column-grouped,free,19,CCC,P6,Residual kurtosis,CondA vs CondB,2,0.150000,0.450000,Stage2,3,similar,1,1,1,0.0366052,0.244603,999
